"DateObserved","CommonName","TotalObserved","MortBin","patch_name","Long","Lat","Source"
2022-08-11,"Common Murre",1,"1–10","Patch4",-53.59,49.29925,"Observed"
2022-08-11,"Northern Gannet",34,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-11,"Northern Gannet",1,"1–10","Patch4",-54.7911,49.674,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch4",-53.59,49.29925,"Observed"
2022-08-11,"Northern Gannet",2,"1–10","Patch5",-55.5852,52.27363,"Observed"
2022-08-11,"Common Murre",15,"10–50","Patch7",-55.4205,46.87848,"Observed"
2022-08-11,"Northern Gannet",1,"1–10","Patch7",-55.619845,46.8979457,"Observed"
2022-08-12,"Northern Gannet",19,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-12,"Common Murre",1,"1–10","Patch2",-52.816272,47.207594,"Observed"
2022-08-12,"Common Murre",1,"1–10","Patch2",-52.839185,47.247007,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch2",-52.8325,47.28267,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch2",-53.0075716,47.3254187,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch2",-52.823562,47.240308,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch2",-52.839185,47.247007,"Observed"
2022-08-12,"Common Murre",1,"1–10","Patch3",-53.4055,48.30356,"Observed"
2022-08-12,"Common Murre",10,"1–10","Patch3",-53.32647,48.3921,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch3",-53.3751,48.39701,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch3",-52.7305566,47.6597117,"Observed"
2022-08-12,"Northern Gannet",3,"1–10","Patch3",-53.32647,48.3921,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch3",-53.32,47.58,"Observed"
2022-08-12,"Common Murre",12,"10–50","Patch4",-53.5524,49.16545,"Observed"
2022-08-12,"Common Murre",1,"1–10","Patch4",-53.7799,49.57984,"Observed"
2022-08-12,"Common Murre",1,"1–10","Patch4",-53.935623,49.4445034,"Observed"
2022-08-12,"Northern Gannet",48,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-12,"Northern Gannet",1,"1–10","Patch4",-54.2133,48.78508,"Observed"
2022-08-12,"Northern Gannet",2,"1–10","Patch4",-53.56292,49.27629,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch4",-53.7799,49.57984,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch4",-53.7799,49.57984,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch4",-53.9426985,49.4495382,"Observed"
2022-08-12,"Northern Gannet",1,"1–10","Patch7",-55.4826538,46.9298025,"Observed"
2022-08-13,"Common Murre",5,"1–10","Patch1",-54.0025,47.23164,"Observed"
2022-08-13,"Northern Gannet",28,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-13,"Northern Gannet",1,"1–10","Patch1",-54.15743,47.85255,"Observed"
2022-08-13,"Common Murre",2,"1–10","Patch2",-52.823562,47.240308,"Observed"
2022-08-13,"Common Murre",1,"1–10","Patch2",-52.806622,47.281888,"Observed"
2022-08-13,"Common Murre",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch2",-53.1159213,47.3624682,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch2",-53.13161,47.38598,"Observed"
2022-08-13,"Common Murre",10,"1–10","Patch3",-52.69614,47.65102,"Observed"
2022-08-13,"Common Murre",1,"1–10","Patch3",-53.1983867,47.7433083,"Observed"
2022-08-13,"Common Murre",1,"1–10","Patch3",-53.1974917,47.72003,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch3",-53.2677742,47.539178,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch3",-53.21795,48.02649,"Observed"
2022-08-13,"Northern Gannet",3,"1–10","Patch3",-53.1825,47.75746,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch3",-53.1833883,47.7572367,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch3",-53.196225,47.7188117,"Observed"
2022-08-13,"Northern Gannet",45,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-13,"Northern Gannet",2,"1–10","Patch4",-54.28326,49.58347,"Observed"
2022-08-13,"Northern Gannet",1,"1–10","Patch4",-54.11977,49.81767,"Observed"
2022-08-13,"Northern Gannet",5,"1–10","Patch4",-53.577,49.07472,"Observed"
2022-08-14,"Northern Gannet",30,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-14,"Common Murre",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-14,"Northern Gannet",8,"1–10","Patch2",-52.8155283,47.3185144,"Observed"
2022-08-14,"Common Murre",4,"1–10","Patch3",-52.63325,47.51766,"Observed"
2022-08-14,"Common Murre",1,"1–10","Patch3",-53.04637,48.63442,"Observed"
2022-08-14,"Northern Gannet",1,"1–10","Patch3",-52.63325,47.51766,"Observed"
2022-08-14,"Northern Gannet",53,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-14,"Northern Gannet",5,"1–10","Patch4",-54.4084,49.67239,"Observed"
2022-08-14,"Common Murre",2,"1–10","Patch7",-55.17476,47.05349,"Observed"
2022-08-14,"Northern Gannet",3,"1–10","Patch7",-55.17476,47.05349,"Observed"
2022-08-15,"Common Murre",12,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-15,"Northern Gannet",28,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-15,"Northern Gannet",1,"1–10","Patch1",-53.91991,47.42746,"Observed"
2022-08-15,"Northern Gannet",16,"10–50","Patch1",-54.14797,46.82288,"Observed"
2022-08-15,"Northern Gannet",7,"1–10","Patch1",-54.14797,46.82288,"Observed"
2022-08-15,"Northern Gannet",4,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-15,"Common Murre",15,"10–50","Patch3",-52.8007,48.13554,"Observed"
2022-08-15,"Common Murre",1,"1–10","Patch3",-53.07826,47.93607,"Observed"
2022-08-15,"Common Murre",1,"1–10","Patch3",-53.7435848,48.1533275,"Observed"
2022-08-15,"Common Murre",1,"1–10","Patch4",-53.5778,49.08009,"Observed"
2022-08-15,"Northern Gannet",41,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-15,"Northern Gannet",1,"1–10","Patch4",-53.4778006,49.2456559,"Observed"
2022-08-15,"Northern Gannet",1,"1–10","Patch4",-53.5778,49.08009,"Observed"
2022-08-15,"Northern Gannet",1,"1–10","Patch5",-56.1218,50.87049,"Observed"
2022-08-15,"Northern Gannet",8,"1–10","Patch7",-55.16,47.1650754,"Observed"
2022-08-15,"Northern Gannet",10,"1–10","Patch7",-55.17476,47.05349,"Observed"
2022-08-16,"Common Murre",25,"10–50","Patch1",-54.188114,46.821661,"Observed"
2022-08-16,"Common Murre",18,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-16,"Northern Gannet",30,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-16,"Northern Gannet",164,"100–500","Patch1",-54.188114,46.821661,"Observed"
2022-08-16,"Northern Gannet",7,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch1",-54.1922046,46.823281,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch1",-54.1922046,46.823281,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch1",-53.7805,47.63594,"Observed"
2022-08-16,"Common Murre",9,"1–10","Patch2",-53.2466,46.67181,"Observed"
2022-08-16,"Common Murre",113,"100–500","Patch2",-53.25473,46.71414,"Observed"
2022-08-16,"Northern Gannet",8,"1–10","Patch2",-53.2466,46.67181,"Observed"
2022-08-16,"Northern Gannet",39,"10–50","Patch2",-53.25473,46.71414,"Observed"
2022-08-16,"Northern Gannet",7,"1–10","Patch2",-53.2466,46.67181,"Observed"
2022-08-16,"Northern Gannet",3,"1–10","Patch2",-53.25473,46.71414,"Observed"
2022-08-16,"Common Murre",2,"1–10","Patch3",-52.8956,48.08496,"Observed"
2022-08-16,"Common Murre",8,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch3",-53.3587,48.36774,"Observed"
2022-08-16,"Common Murre",31,"10–50","Patch3",-53.3587,48.36774,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch3",-52.7744153,47.811093,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch3",-53.0390376,47.9522043,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch3",-53.0390376,47.9522043,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch3",-52.9377,47.89159,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch3",-52.775963,47.8123416,"Observed"
2022-08-16,"Common Murre",2,"1–10","Patch3",-53.0402,48.5456,"Observed"
2022-08-16,"Northern Gannet",3,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-16,"Northern Gannet",4,"1–10","Patch3",-53.3587,48.36774,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch3",-53.0390376,47.9522043,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch3",-53.0390376,47.9522043,"Observed"
2022-08-16,"Northern Gannet",2,"1–10","Patch3",-53.0402,48.5456,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch3",-52.8018731,48.1357281,"Observed"
2022-08-16,"Common Murre",400,"100–500","Patch4",-53.5,49.260353,"Observed"
2022-08-16,"Common Murre",3,"1–10","Patch4",-53.57648,48.43917,"Observed"
2022-08-16,"Common Murre",2,"1–10","Patch4",-53.88673,49.41809,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.5716,49.29117,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.4361833,49.2324833,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.4102,49.2489,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.5228,49.3031,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.5228,49.3031,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.5228,49.3031,"Observed"
2022-08-16,"Common Murre",1,"1–10","Patch4",-53.7987667,49.4560333,"Observed"
2022-08-16,"Northern Gannet",56,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-16,"Northern Gannet",1,"1–10","Patch4",-53.948297,48.578149,"Observed"
2022-08-16,"Northern Gannet",3,"1–10","Patch4",-53.57648,48.43917,"Observed"
2022-08-16,"Northern Gannet",2,"1–10","Patch4",-53.88673,49.41809,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch4",-53.5228,49.3031,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch4",-53.5228,49.3031,"Observed"
2022-08-16,"Northern Gannet",1,"1–10","Patch4",-53.7359611,49.3773746,"Observed"
2022-08-16,"Common Murre",10,"1–10","Patch5",-56.78288,51.2008,"Observed"
2022-08-16,"Northern Gannet",20,"10–50","Patch5",-56.78288,51.2008,"Observed"
2022-08-17,"Northern Gannet",35,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-17,"Common Murre",2,"1–10","Patch3",-53.05,47.5309,"Observed"
2022-08-17,"Common Murre",9,"1–10","Patch3",-52.83657,48.12389,"Observed"
2022-08-17,"Northern Gannet",1,"1–10","Patch3",-53.05,47.5302,"Observed"
2022-08-17,"Northern Gannet",1,"1–10","Patch3",-53.05,47.5309,"Observed"
2022-08-17,"Northern Gannet",2,"1–10","Patch3",-52.83657,48.12389,"Observed"
2022-08-17,"Common Murre",100,"50–100","Patch4",-53.5,49.260353,"Observed"
2022-08-17,"Common Murre",101,"100–500","Patch4",-53.4841,49.24179,"Observed"
2022-08-17,"Common Murre",102,"100–500","Patch4",-53.4842,49.238,"Observed"
2022-08-17,"Northern Gannet",57,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-17,"Northern Gannet",50,"10–50","Patch4",-53.5,49.260353,"Observed"
2022-08-17,"Northern Gannet",1,"1–10","Patch4",-54.17342,49.61541,"Observed"
2022-08-17,"Northern Gannet",1,"1–10","Patch4",-54.28672,49.40571,"Observed"
2022-08-17,"Northern Gannet",50,"10–50","Patch4",-53.4842,49.238,"Observed"
2022-08-17,"Common Murre",1,"1–10","Patch5",-56.7278,51.30004,"Observed"
2022-08-18,"Northern Gannet",36,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-18,"Common Murre",10,"1–10","Patch2",-52.8827,47.03395,"Observed"
2022-08-18,"Common Murre",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-18,"Northern Gannet",5,"1–10","Patch2",-52.8827,47.03395,"Observed"
2022-08-18,"Common Murre",39,"10–50","Patch3",-52.8007,48.13554,"Observed"
2022-08-18,"Common Murre",12,"10–50","Patch3",-53.15244,47.78465,"Observed"
2022-08-18,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-18,"Northern Gannet",8,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-18,"Northern Gannet",2,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-18,"Common Murre",65,"50–100","Patch4",-53.7488,48.65091,"Observed"
2022-08-18,"Common Murre",58,"50–100","Patch4",-53.7488,48.65091,"Observed"
2022-08-18,"Common Murre",1,"1–10","Patch4",-53.7488,48.65091,"Observed"
2022-08-18,"Northern Gannet",54,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-18,"Northern Gannet",23,"10–50","Patch4",-53.7488,48.65091,"Observed"
2022-08-18,"Northern Gannet",6,"1–10","Patch4",-53.7488,48.65091,"Observed"
2022-08-18,"Northern Gannet",1,"1–10","Patch5",-56.1218,50.87049,"Observed"
2022-08-19,"Common Murre",23,"10–50","Patch1",-53.4498,47.18349,"Observed"
2022-08-19,"Northern Gannet",35,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-19,"Northern Gannet",20,"10–50","Patch1",-53.4498,47.18349,"Observed"
2022-08-19,"Common Murre",1,"1–10","Patch2",-52.81463,47.31861,"Observed"
2022-08-19,"Common Murre",3,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-19,"Common Murre",6,"1–10","Patch3",-53.68487,48.01128,"Observed"
2022-08-19,"Common Murre",12,"10–50","Patch3",-53.07093,47.91239,"Observed"
2022-08-19,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-19,"Northern Gannet",2,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-19,"Northern Gannet",2,"1–10","Patch3",-52.8007,48.13554,"Observed"
2022-08-19,"Common Murre",1,"1–10","Patch4",-53.916378,49.4390694,"Observed"
2022-08-19,"Northern Gannet",64,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-19,"Northern Gannet",5,"1–10","Patch4",-53.5461,49.197,"Observed"
2022-08-20,"Northern Gannet",31,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-20,"Northern Gannet",64,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-20,"Common Murre",2,"1–10","Patch7",-55.62183,46.87743,"Observed"
2022-08-20,"Northern Gannet",1,"1–10","Patch7",-55.62183,46.87743,"Observed"
2022-08-21,"Common Murre",3,"1–10","Patch1",-53.5449,47.55167,"Observed"
2022-08-21,"Northern Gannet",32,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-21,"Northern Gannet",3,"1–10","Patch1",-53.5449,47.55167,"Observed"
2022-08-21,"Common Murre",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-08-21,"Common Murre",1,"1–10","Patch2",-52.816272,47.207594,"Observed"
2022-08-21,"Northern Gannet",1,"1–10","Patch2",-52.823562,47.240308,"Observed"
2022-08-21,"Common Murre",40,"10–50","Patch3",-53.40551,48.30361,"Observed"
2022-08-21,"Northern Gannet",65,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-21,"Northern Gannet",10,"1–10","Patch4",-53.642047,48.880868,"Observed"
2022-08-22,"Northern Gannet",46,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-22,"Northern Gannet",1,"1–10","Patch1",-54.086754,46.809853,"Observed"
2022-08-22,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-22,"Northern Gannet",1,"1–10","Patch3",-52.71,47.47026,"Observed"
2022-08-22,"Northern Gannet",1,"1–10","Patch3",-52.70279,47.47321,"Observed"
2022-08-22,"Common Murre",10,"1–10","Patch4",-53.7,49.33492,"Observed"
2022-08-22,"Common Murre",10,"1–10","Patch4",-53.6899,49.35108,"Observed"
2022-08-22,"Northern Gannet",65,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-22,"Northern Gannet",10,"1–10","Patch4",-53.7,49.33492,"Observed"
2022-08-22,"Northern Gannet",10,"1–10","Patch4",-53.6899,49.35108,"Observed"
2022-08-22,"Northern Gannet",2,"1–10","Patch4",-54.1735,49.72668,"Observed"
2022-08-22,"Northern Gannet",1,"1–10","Patch7",-55.3101,47.14915,"Observed"
2022-08-23,"Common Murre",15,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-23,"Common Murre",1,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-23,"Northern Gannet",47,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-23,"Northern Gannet",10,"1–10","Patch1",-54.0877976,46.8105,"Observed"
2022-08-23,"Northern Gannet",1,"1–10","Patch3",-52.7717,47.44653,"Observed"
2022-08-23,"Northern Gannet",68,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-23,"Northern Gannet",6,"1–10","Patch7",-55.082645,47.1054332,"Observed"
2022-08-24,"Northern Gannet",35,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-24,"Northern Gannet",1,"1–10","Patch3",-52.6962,47.65067,"Observed"
2022-08-24,"Northern Gannet",1,"1–10","Patch3",-52.6962,47.65067,"Observed"
2022-08-24,"Northern Gannet",86,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-24,"Northern Gannet",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-25,"Northern Gannet",31,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-25,"Northern Gannet",1,"1–10","Patch1",-53.96444,47.24245,"Observed"
2022-08-25,"Northern Gannet",1,"1–10","Patch1",-53.9881,47.3019,"Observed"
2022-08-25,"Northern Gannet",1,"1–10","Patch1",-54.182596,46.818574,"Observed"
2022-08-25,"Common Murre",1,"1–10","Patch3",-52.89628,48.08512,"Observed"
2022-08-25,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-25,"Northern Gannet",1,"1–10","Patch3",-52.89628,48.08512,"Observed"
2022-08-25,"Common Murre",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-25,"Northern Gannet",69,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-25,"Northern Gannet",1,"1–10","Patch4",-54.26243,49.58011,"Observed"
2022-08-25,"Northern Gannet",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-25,"Northern Gannet",1,"1–10","Patch4",-53.940114,49.446641,"Observed"
2022-08-25,"Northern Gannet",1,"1–10","Patch5",-56.12,50.057939,"Observed"
2022-08-26,"Common Murre",11,"10–50","Patch1",-53.98682,47.30214,"Observed"
2022-08-26,"Northern Gannet",44,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-26,"Northern Gannet",1,"1–10","Patch1",-53.96444,47.24245,"Observed"
2022-08-26,"Northern Gannet",1,"1–10","Patch1",-53.98682,47.30214,"Observed"
2022-08-26,"Northern Gannet",1,"1–10","Patch2",-52.816272,47.207594,"Observed"
2022-08-26,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-26,"Northern Gannet",78,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-26,"Northern Gannet",1,"1–10","Patch4",-53.700263,49.345484,"Observed"
2022-08-27,"Common Murre",15,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-27,"Northern Gannet",39,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-27,"Northern Gannet",15,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-27,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-27,"Northern Gannet",69,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-27,"Northern Gannet",1,"1–10","Patch5",-56.1041,50.73303,"Observed"
2022-08-28,"Northern Gannet",54,"50–100","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-28,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-28,"Northern Gannet",91,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-29,"Common Murre",17,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-29,"Northern Gannet",52,"50–100","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-29,"Northern Gannet",1,"1–10","Patch1",-54.9437,47.53009,"Observed"
2022-08-29,"Northern Gannet",31,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-29,"Northern Gannet",2,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-29,"Northern Gannet",107,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-30,"Common Murre",16,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-30,"Northern Gannet",34,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-30,"Northern Gannet",31,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-08-30,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-08-30,"Northern Gannet",113,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-31,"Northern Gannet",47,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-08-31,"Northern Gannet",1,"1–10","Patch1",-54.182596,46.818574,"Observed"
2022-08-31,"Common Murre",22,"10–50","Patch4",-53.56292,49.27629,"Observed"
2022-08-31,"Common Murre",3,"1–10","Patch4",-53.56292,49.27629,"Observed"
2022-08-31,"Northern Gannet",114,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-08-31,"Northern Gannet",3,"1–10","Patch4",-53.56292,49.27629,"Observed"
2022-08-31,"Common Murre",2,"1–10","Patch5",-56.3002,52.54331,"Observed"
2022-08-31,"Common Murre",1,"1–10","Patch5",-55.700868,52.369401,"Observed"
2022-09-01,"Common Murre",15,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-09-01,"Northern Gannet",49,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-01,"Northern Gannet",28,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-09-01,"Northern Gannet",1,"1–10","Patch2",-52.823562,47.240308,"Observed"
2022-09-01,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-01,"Common Murre",3,"1–10","Patch4",-53.91829,49.43927,"Observed"
2022-09-01,"Northern Gannet",108,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-02,"Common Murre",19,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-09-02,"Northern Gannet",40,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-02,"Northern Gannet",33,"10–50","Patch1",-54.0877976,46.8105,"Observed"
2022-09-02,"Northern Gannet",2,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-02,"Northern Gannet",2,"1–10","Patch3",-52.89628,48.08512,"Observed"
2022-09-02,"Northern Gannet",123,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-03,"Northern Gannet",39,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-03,"Common Murre",1,"1–10","Patch2",-52.816272,47.207594,"Observed"
2022-09-03,"Northern Gannet",1,"1–10","Patch2",-52.841,47.24489,"Observed"
2022-09-03,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-03,"Northern Gannet",115,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-03,"Northern Gannet",1,"1–10","Patch4",-55.0592,49.24504,"Observed"
2022-09-03,"Northern Gannet",1,"1–10","Patch4",-53.6899,49.35108,"Observed"
2022-09-04,"Northern Gannet",31,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-04,"Common Murre",1,"1–10","Patch2",-52.81463,47.31861,"Observed"
2022-09-04,"Northern Gannet",1,"1–10","Patch2",-52.81463,47.31861,"Observed"
2022-09-04,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-04,"Common Murre",27,"10–50","Patch4",-53.56277,49.27626,"Observed"
2022-09-04,"Common Murre",3,"1–10","Patch4",-53.56277,49.27626,"Observed"
2022-09-04,"Northern Gannet",124,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-04,"Northern Gannet",3,"1–10","Patch4",-53.56277,49.27626,"Observed"
2022-09-04,"Northern Gannet",2,"1–10","Patch6",-58.7692,48.78382,"Observed"
2022-09-05,"Northern Gannet",28,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-05,"Common Murre",1,"1–10","Patch2",-52.840676,47.24854,"Observed"
2022-09-05,"Northern Gannet",1,"1–10","Patch2",-52.807418,47.194698,"Observed"
2022-09-05,"Northern Gannet",1,"1–10","Patch2",-52.839185,47.247007,"Observed"
2022-09-05,"Northern Gannet",1,"1–10","Patch2",-52.840676,47.24854,"Observed"
2022-09-05,"Common Murre",1,"1–10","Patch3",-52.6887383,47.5345283,"Observed"
2022-09-05,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-05,"Northern Gannet",1,"1–10","Patch3",-52.6888117,47.5344917,"Observed"
2022-09-05,"Northern Gannet",111,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-06,"Northern Gannet",25,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-06,"Northern Gannet",2,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-06,"Northern Gannet",115,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-07,"Northern Gannet",20,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-07,"Northern Gannet",11,"10–50","Patch1",-53.98856,47.75837,"Observed"
2022-09-07,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-07,"Northern Gannet",111,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-08,"Northern Gannet",11,"10–50","Patch1",-54.2,46.82,"Survey_Corrected"
2022-09-08,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-08,"Northern Gannet",131,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-09,"Northern Gannet",3,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-09,"Northern Gannet",122,"100–500","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-10,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-10,"Northern Gannet",90,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
